obj,pv
1710,8.00605e+08
1711,7.05772e+08
1712,1.91262e+08
1713,0
1714,2.64592e+07
1715,1.74368e+09
1716,2.04669e+09
1717,1.75787e+09
1718,2.01601e+09
1719,0
1720,1.36386e+08
1721,9.41206e+08
1722,1.12416e+09
1723,2.06783e+09
1724,0
1725,0
1726,0
1727,3.67639e+08
1728,2.09819e+09
1729,1.37102e+09
1730,1.09383e+09
1731,5.58984e+07
1732,2.87577e+08
1733,1.36208e+09
1734,0
1735,0
1736,2.79868e+08
1737,0
1738,0
1739,5.23877e+08
1740,1.42132e+09
1741,1.29903e+09
1742,4.72661e+08
1743,1.2533e+09
1744,8.4807e+08
1745,1.97204e+09
1746,2.10228e+09
1747,0
1748,1.16121e+09
1749,0
1750,1.84002e+09
1751,0
1752,1.13981e+09
1753,3.11359e+08
1754,6.00413e+08
1755,1.21947e+09
1756,8.18963e+08
1757,0
1758,0
1759,7.32714e+08
1760,4.64425e+07
1761,0
1762,0
1763,2.01684e+09
1764,3.19707e+08
1765,1.90896e+09
1766,1.05713e+09
1767,9.42438e+08
1768,0
1769,0
1770,0
1771,1.35874e+09
1772,0
1773,1.36879e+09
1774,0
1775,0
1776,2.04783e+09
1777,0
1778,4.28241e+07
1779,7.62197e+08
1780,0
1781,1.54633e+09
1782,1.85333e+06
1783,0
1784,7.22671e+08
1785,1.14834e+08
1786,0
1787,8.19728e+08
1788,1.98936e+08
1789,1.68291e+08
1790,0
1791,0
1792,9.92863e+08
1793,9.61803e+08
1794,1.84927e+09
1795,1.95698e+09
1796,0
1797,0
1798,0
1799,1.41917e+09
1800,0
1801,1.72805e+09
1802,1.08265e+09
1803,0
1804,0
1805,0
1806,8.41754e+07
1807,1.64741e+09
1808,1.59449e+09
1809,3.4728e+08
1810,0
1811,0
1812,1.22186e+09
1813,5.66207e+08
1814,0
1815,0
1816,1.15342e+09
1817,1.16017e+09
1818,0
1819,4.13375e+08
1820,3.31128e+08
1821,2.08181e+09
1822,0
1823,1.75935e+07
1824,0
1825,0
1826,0
1827,7.70169e+08
1828,5.5042e+08
1829,0
1830,0
1831,0
1832,2.05037e+09
1833,4.0773e+08
1834,4.82204e+08
1835,0
1836,1.88551e+09
1837,0
1838,0
1839,1.81019e+09
1840,0
1841,1.46411e+09
1842,0
1843,0
1844,1.65164e+09
1845,0
1846,7.05967e+08
1847,8.3254e+08
1848,1.92256e+09
1849,1.45608e+09
1850,0
1851,0
1852,0
1853,7.70057e+08
1854,4.39821e+08
1855,0
1856,1.36753e+09
1857,0
1858,6.00501e+08
1859,6.54483e+08
1860,2.71343e+08
1861,2.02161e+09
1862,6.75682e+08
1863,1.93961e+09
1864,0
1865,9.98921e+08
1866,1.34079e+09
1867,0
1868,1.97469e+09
1869,1.38222e+09
1870,1.32352e+09
1871,0
1872,2.12515e+09
1873,4.30785e+08
1874,0
1875,1.04377e+09
1876,0
1877,3.18624e+08
1878,0
1879,1.99835e+09
1880,1.88104e+08
1881,0
1882,0
1883,0
1884,1.55232e+09
1885,2.00337e+09
1886,1.65054e+09
1887,1.49683e+09
1888,0
1889,1.30231e+09
1890,4.22393e+08
1891,1.70658e+09
1892,0
1893,0
1894,1.77566e+09
1895,1.25088e+08
1896,0
1897,0
1898,1.77376e+08
1899,0
1900,2.57425e+08
1901,0
1902,1.48116e+09
1903,0
1904,6.82384e+08
1905,0
1906,1.62816e+09
1907,1.19423e+09
1908,0
1909,1.89739e+09
1910,0
1911,7.56059e+08
1912,4.6842e+08
1913,1.26034e+09
1914,0
1915,0
1916,2.68348e+08
1917,0
1918,7.94715e+08
1919,1.70622e+09
1920,0
1921,1.34167e+09
1922,1.77851e+09
1923,0
1924,4.56498e+08
1925,1.41287e+09
1926,0
1927,1.4511e+09
1928,0
1929,2.96208e+08
1930,0
1931,1.11753e+09
1932,1.07977e+09
1933,7.47072e+08
1934,2.06467e+09
1935,1.54447e+09
1936,1.66581e+09
1937,6.62937e+08
1938,7.44861e+08
1939,1.67123e+09
1940,0
1941,0
1942,2.01248e+09
1943,4.06357e+07
1944,0
1945,2.13612e+09
1946,0
1947,1.4853e+09
1948,1.1042e+09
1949,2.035e+09
1950,0
1951,0
1952,4.49518e+08
1953,1.96805e+09
1954,0
1955,0
1956,1.94597e+09
1957,1.45516e+09
1958,1.17176e+09
1959,0
1960,1.50966e+09
1961,2.76938e+08
1962,1.72643e+09
1963,7.17324e+08
1964,5.52302e+08
1965,2.93089e+08
1966,1.0927e+09
1967,1.21089e+09
1968,1.74939e+09
1969,1.19191e+09
1970,1.24451e+08
1971,0
1972,1.28503e+09
1973,1.43321e+08
1974,1.95553e+09
1975,0
1976,1.2799e+07
1977,5.35706e+08
1978,6.25306e+07
1979,0
1980,2.87777e+08
1981,9.38025e+08
1982,1.15626e+09
1983,1.0329e+09
1984,4.75497e+08
1985,0
1986,9.02956e+07
1987,0
1988,1.88809e+09
1989,2.87297e+06
1990,9.38707e+08
1991,3.73456e+08
1992,0
1993,0
1994,8.3317e+08
1995,0
1996,0
1997,1.9959e+09
1998,0
1999,1.06016e+09
2000,1.58112e+09
2001,8.90206e+08
2002,1.49821e+09
2003,6.36346e+08
2004,2.38573e+07
2005,2.63299e+08
2006,5.11525e+08
2007,1.6444e+09
2008,5.82177e+08
2009,7.74657e+08
2010,2.58233e+08
2011,0
2012,4.83429e+08
2013,4.1099e+08
2014,1.82766e+09
2015,0
2016,0
2017,8.04622e+08
2018,1.38949e+09
2019,8.71757e+08
2020,0
2021,2.07565e+09
2022,1.50539e+09
2023,2.00439e+09
2024,1.40006e+09
2025,0
2026,5.95793e+08
2027,3.45186e+08
2028,0
2029,1.06063e+09
2030,4.06124e+08
2031,9.55942e+08
2032,2.73325e+06
2033,2.91603e+08
2034,3.75439e+08
2035,7.30773e+08
2036,1.0375e+09
2037,0
2038,1.47135e+09
2039,2.02581e+09
2040,1.23072e+09
2041,0
2042,3.98916e+08
2043,0
2044,0
2045,0
2046,1.04573e+09
2047,0
2048,8.68979e+08
2049,0
2050,1.1775e+09
2051,0
2052,1.73176e+09
2053,3.08928e+07
2054,0
2055,0
2056,7.96635e+08
2057,3.05493e+08
2058,2.02408e+09
2059,7.51511e+08
2060,3.00612e+08
2061,0
2062,0
2063,0
2064,7.05743e+08
2065,0
2066,1.12556e+09
2067,1.12111e+09
2068,9.96214e+08
2069,0
2070,2.86631e+08
2071,1.32291e+09
2072,0
2073,0
2074,0
2075,2.11593e+08
2076,0
2077,2.809e+08
2078,6.29783e+08
2079,0
2080,0
2081,0
2082,1.94328e+09
2083,1.22739e+08
2084,1.39456e+09
2085,1.92118e+09
2086,2.59289e+08
2087,1.0341e+09
2088,3.62149e+08
2089,0
2090,2.26493e+08
2091,7.08213e+08
2092,9.24024e+08
2093,2.03426e+07
2094,0
2095,0
2096,0
2097,0
2098,1.23027e+09
2099,0
2100,1.30168e+09
2101,0
2102,7.41609e+08
2103,1.86349e+08
2104,1.1178e+09
2105,5.81646e+08
2106,5.364e+08
2107,0
2108,0
2109,0
2110,1.11462e+09
2111,0
2112,0
2113,0
2114,0
2115,1.9216e+09
2116,1.05412e+08
2117,1.46092e+09
2118,1.52017e+09
2119,1.87529e+09
2120,1.30905e+09
2121,3.925e+08
2122,6.04653e+08
2123,1.34307e+09
2124,6.12618e+08
2125,0
2126,0
2127,0
2128,7.18282e+08
2129,1.53229e+09
2130,5.56517e+08
2131,1.88452e+08
2132,0
2133,1.7933e+09
2134,0
2135,8.99857e+07
2136,1.57133e+09
2137,0
2138,1.75305e+09
2139,1.99016e+09
2140,1.97853e+09
2141,0
2142,2.611e+08
2143,0
2144,1.02364e+09
2145,0
2146,2.75975e+08
2147,1.13699e+09
2148,0
2149,1.75177e+09
2150,0
2151,0
2152,1.72183e+09
2153,0
2154,7.28359e+08
2155,1.11e+09
2156,0
2157,0
2158,1.57583e+09
2159,5.7991e+08
2160,0
2161,0
2162,4.00714e+08
2163,1.90333e+09
2164,1.98216e+09
2165,0
2166,1.78885e+09
2167,0
2168,1.58214e+09
2169,1.66417e+09
2170,6.50672e+08
2171,0
2172,1.04086e+09
2173,2.11278e+09
2174,0
2175,0
2176,0
2177,1.27913e+09
2178,1.09769e+09
2179,2.74135e+08
2180,1.65153e+09
2181,2.82039e+08
2182,0
2183,5.94916e+08
2184,7.06479e+08
2185,0
2186,1.83017e+09
2187,0
2188,1.00949e+09
2189,0
2190,0
2191,1.86275e+09
2192,0
2193,2.0353e+08
2194,0
2195,0
2196,1.45103e+09
2197,3.66223e+08
2198,5.90789e+08
2199,0
2200,1.99033e+09
2201,1.06504e+09
2202,1.15482e+09
2203,1.72967e+09
2204,2.03486e+07
2205,1.40767e+09
2206,0
2207,1.0482e+09
2208,1.8956e+09
2209,0
2210,7.87719e+08
2211,8.04886e+08
2212,0
2213,0
2214,0
2215,1.04514e+09
2216,4.94007e+08
2217,1.67448e+09
2218,5.08221e+08
2219,0
2220,0
2221,1.55978e+09
2222,5.48085e+08
2223,6.79958e+08
2224,8.19017e+08
2225,3.02481e+08
2226,0
2227,3.52061e+08
2228,9.74404e+08
2229,0
2230,0
2231,7.94229e+08
2232,9.57401e+08
2233,1.28391e+09
2234,6.87713e+08
2235,4.15536e+08
2236,1.17191e+09
2237,1.49718e+09
2238,0
2239,0
2240,0
2241,0
2242,3.79397e+08
2243,2.1028e+09
2244,1.02035e+09
2245,0
2246,5.52743e+08
2247,8.43278e+07
2248,9.00106e+08
2249,1.40509e+09
2250,8.89807e+08
2251,0
2252,6.84265e+08
2253,4.82434e+08
2254,3.66276e+06
2255,1.58841e+09
2256,0
2257,1.2931e+09
2258,1.03022e+09
2259,1.81303e+09
2260,1.16205e+09
2261,0
2262,3.81796e+08
2263,1.16561e+09
2264,0
2265,1.97852e+09
2266,1.1646e+09
2267,0
2268,1.30755e+09
2269,0
2270,2.09435e+09
2271,1.8704e+09
2272,1.77925e+09
2273,1.60057e+09
2274,1.46171e+09
2275,0
2276,1.31498e+09
2277,0
2278,4.4062e+08
2279,1.77437e+09
2280,4.35421e+08
2281,2.13949e+09
2282,0
2283,0
2284,0
2285,8.31172e+08
2286,0
2287,1.31844e+09
2288,9.09861e+08
2289,4.81729e+08
2290,1.91325e+09
2291,0
2292,1.16446e+09
2293,2.146e+09
2294,0
2295,1.03997e+09
2296,9.59962e+08
2297,0
2298,1.74479e+09
2299,2.06265e+09
2300,0
2301,7.32557e+07
2302,0
2303,1.94773e+09
2304,0
2305,1.18647e+09
2306,1.16701e+08
2307,0
2308,1.90108e+09
2309,0
2310,4.21134e+08
2311,1.56525e+09
2312,0
2313,1.54049e+09
2314,0
2315,1.76965e+09
2316,1.36838e+09
2317,1.40362e+09
2318,1.14431e+09
2319,0
2320,7.33558e+08
2321,2.00829e+09
2322,0
2323,2.01418e+07
2324,1.47734e+09
2325,0
2326,2.12304e+09
2327,0
2328,2.55659e+08
2329,0
2330,1.1758e+09
2331,1.52955e+09
2332,0
2333,0
2334,1.04478e+09
2335,3.87547e+08
2336,1.56482e+09
2337,1.18344e+09
2338,8.15517e+08
2339,8.93705e+08
2340,0
2341,1.04059e+09
2342,0
2343,1.83851e+09
2344,1.00717e+09
2345,5.25127e+08
2346,3.92916e+08
2347,2.50993e+08
2348,1.82477e+09
2349,1.93333e+08
2350,0
2351,0
2352,0
2353,1.58432e+09
2354,7.93559e+08
2355,0
2356,0
2357,1.99723e+09
2358,1.71535e+09
2359,0
2360,1.78283e+08
2361,0
2362,8.97967e+08
2363,5.61721e+08
2364,0
2365,5.79678e+08
2366,1.34166e+08
2367,0
2368,0
2369,0
2370,9.90302e+08
2371,1.80253e+09
2372,0
2373,0
2374,0
2375,0
2376,0
2377,7.93114e+08
2378,0
2379,0
2380,1.27742e+09
2381,9.04919e+08
2382,2.04629e+09
2383,1.4789e+08
2384,1.12426e+09
2385,4.16573e+08
2386,0
2387,0
2388,0
2389,1.39325e+09
2390,0
2391,1.83019e+08
2392,1.64953e+09
2393,1.87644e+09
2394,1.95293e+09
2395,1.4614e+09
2396,1.13753e+09
2397,7.69233e+07
2398,1.09128e+09
2399,0
2400,0
2401,6.82856e+08
2402,6.88914e+08
2403,1.85101e+09
2404,1.90521e+09
2405,0
2406,0
2407,3.19203e+08
2408,0
2409,1.62806e+09
2410,0
2411,2.14766e+08
2412,1.29719e+09
2413,1.14574e+08
2414,0
2415,1.73934e+09
2416,0
2417,0
2418,1.57707e+09
2419,5.66817e+08
2420,8.06648e+08
2421,1.65947e+08
2422,6.67738e+08
2423,0
2424,0
2425,0
2426,1.24215e+09
2427,1.01319e+09
2428,0
2429,1.87881e+09
2430,0
2431,1.83075e+09
2432,0
2433,3.83718e+08
2434,4.12691e+08
2435,9.10162e+08
2436,1.95471e+08
2437,0
2438,0
2439,0
2440,1.41921e+09
2441,0
2442,0
2443,0
2444,0
2445,0
2446,1.86446e+09
2447,1.25121e+08
2448,3.18721e+08
2449,0
2450,2.10631e+09
2451,6.6012e+08
2452,1.26754e+09
2453,1.11366e+09
2454,0
2455,2.10143e+09
2456,0
2457,2.86619e+08
2458,2.9432e+08
2459,1.13063e+09
2460,0
2461,7.09162e+08
2462,1.80023e+09
2463,2.1343e+09
2464,0
2465,0
2466,0
2467,1.01064e+09
2468,2.07461e+09
2469,1.93082e+09
2470,0
2471,0
2472,1.49248e+08
2473,0
2474,1.97889e+09
2475,3.47355e+08
2476,1.35889e+09
2477,0
2478,7.75652e+06
2479,1.74187e+09
2480,1.27644e+09
2481,3.67407e+08
2482,1.2436e+09
2483,1.53687e+09
2484,8.55685e+08
2485,1.14675e+08
2486,1.96999e+09
2487,1.29374e+09
2488,1.4862e+09
2489,0
2490,0
2491,0
2492,7.80151e+08
2493,2.02814e+09
2494,0
2495,0
2496,7.35585e+08
2497,2.59352e+08
2498,6.77327e+08
2499,0
2500,1.84429e+09
2501,4.27347e+08
2502,0
2503,0
2504,7.21805e+08
2505,8.03157e+08
2506,0
2507,0
2508,0
2509,8.67945e+08
2510,2.00053e+09
2511,1.83982e+07
2512,0
2513,1.51744e+09
2514,1.62903e+09
2515,2.00062e+08
2516,5.8834e+08
2517,1.61353e+09
2518,2.06944e+09
2519,5.51091e+07
2520,0
2521,3.32065e+08
2522,0
2523,0
2524,4.43974e+08
2525,1.02744e+09
2526,2.08668e+09
2527,0
2528,1.20899e+08
2529,1.38305e+09
2530,8.07882e+08
2531,1.41187e+09
2532,3.89689e+08
2533,0
2534,0
2535,3.84269e+08
2536,1.97169e+08
2537,0
2538,0
2539,0
2540,0
2541,0
2542,0
2543,1.37386e+09
2544,1.60759e+09
2545,1.18352e+07
2546,0
2547,1.67536e+09
2548,0
2549,7.16279e+08
2550,9.19567e+08
2551,0
2552,0
2553,1.61141e+09
2554,2.01092e+09
2555,0
2556,0
2557,1.58954e+09
2558,0
2559,0
2560,0
2561,0
2562,1.31137e+09
2563,8.63268e+08
2564,9.46331e+08
2565,2.06012e+09
2566,1.77891e+09
2567,0
2568,4.7631e+08
2569,1.64312e+09
2570,1.72903e+09
2571,1.58171e+09
2572,7.33759e+07
2573,0
2574,1.23812e+09
2575,0
2576,4.77902e+08
2577,3.011e+07
2578,0
2579,1.33214e+09
2580,1.60503e+09
2581,1.38599e+09
2582,0
2583,1.00663e+09
2584,1.93531e+09
2585,1.27336e+09
2586,1.5283e+09
2587,0
2588,0
2589,1.68515e+09
2590,0
2591,1.81163e+09
2592,1.9397e+09
2593,0
2594,0
2595,4.5448e+08
2596,1.01021e+09
2597,0
2598,5.74055e+07
2599,1.20395e+09
2600,1.27169e+09
2601,1.65384e+09
2602,4.99675e+08
2603,0
2604,4.76951e+08
2605,1.75185e+09
2606,1.94897e+09
2607,0
2608,9.74968e+08
2609,1.7696e+08
2610,7.47084e+08
2611,2.07902e+09
2612,0
2613,0
2614,1.83323e+09
2615,0
2616,0
2617,0
2618,1.20049e+09
2619,2.0147e+09
2620,1.923e+08
2621,9.36774e+08
2622,1.09271e+09
2623,9.85632e+08
2624,1.9092e+09
2625,0
2626,9.54233e+08
2627,1.73672e+09
2628,1.07865e+09
2629,3.70206e+07
2630,0
2631,4.2782e+08
2632,2.77945e+08
2633,2.11238e+09
2634,2.0904e+09
2635,1.42591e+09
2636,0
2637,0
2638,8.95718e+07
2639,0
2640,0
2641,0
2642,0
2643,0
2644,0
2645,0
2646,2.72287e+08
2647,1.95738e+09
2648,0
2649,1.80313e+09
2650,1.97204e+08
2651,0
2652,6.13575e+07
2653,1.58565e+09
2654,0
2655,8.35308e+08
2656,0
2657,1.35712e+09
2658,7.0038e+08
2659,0
2660,1.03734e+09
2661,8.46783e+08
2662,1.42414e+09
2663,1.56614e+09
2664,0
2665,0
2666,1.31518e+09
2667,1.74126e+09
2668,0
2669,2.13477e+09
2670,1.09558e+09
2671,1.07471e+09
2672,4.17395e+08
2673,1.81668e+09
2674,1.12275e+09
2675,2.40231e+08
2676,0
2677,4.61058e+08
2678,7.93597e+08
2679,0
2680,1.38172e+09
2681,5.95721e+08
2682,0
2683,9.16066e+08
2684,8.72804e+08
2685,1.44047e+09
2686,1.86856e+09
2687,5.87513e+08
2688,1.95036e+09
2689,1.9166e+09
2690,1.97631e+09
2691,1.34586e+09
2692,5.38895e+08
2693,2.14618e+09
2694,1.57127e+09
2695,7.61451e+08
2696,0
2697,2.27671e+08
2698,0
2699,0
2700,1.00779e+08
2701,2.49483e+08
2702,1.72159e+08
2703,5.42526e+08
2704,0
2705,2.04283e+09
2706,4.47735e+08
2707,2.93285e+08
2708,2.00438e+09
2709,0
2710,1.80585e+09
2711,2.26929e+08
2712,0
2713,0
2714,0
2715,0
2716,5.13835e+08
2717,9.52134e+08
2718,1.28659e+08
2719,1.15903e+09
2720,0
2721,0
2722,0
2723,7.10089e+08
2724,0
2725,0
2726,0
2727,1.37554e+09
2728,8.79186e+08
2729,1.57478e+09
2730,0
2731,0
2732,1.38109e+09
2733,0
2734,1.72613e+09
2735,0
2736,0
2737,5.72858e+08
2738,1.33781e+09
2739,0
2740,2.45531e+08
2741,1.26186e+09
2742,0
2743,0
2744,0
2745,1.95717e+09
2746,0
2747,0
2748,0
2749,5.76502e+08
2750,4.41753e+08
2751,9.67908e+08
2752,8.8998e+08
2753,0
2754,1.13811e+09
2755,9.69325e+08
2756,1.78733e+09
2757,0
2758,4.5445e+08
2759,7.35547e+08
2760,1.65315e+09
2761,0
2762,7.76391e+06
2763,1.79247e+09
2764,0
2765,1.75481e+09
2766,1.32409e+08
2767,1.64258e+09
2768,1.1713e+09
2769,0
2770,1.27313e+08
2771,0
2772,0
2773,1.49819e+09
2774,0
2775,1.6045e+09
2776,1.41415e+09
2777,2.00295e+09
2778,1.41128e+09
2779,3.19457e+07
2780,0
2781,6.61073e+08
2782,0
2783,6.91979e+08
2784,4.35269e+08
2785,1.83054e+09
2786,3.03074e+07
2787,1.55576e+09
2788,1.00789e+09
2789,0
2790,0
2791,0
2792,1.93391e+09
2793,0
2794,7.55765e+08
2795,1.04314e+09
2796,8.30627e+07
2797,0
2798,2.01172e+08
2799,9.69092e+08
2800,2.47405e+08
2801,4.63543e+08
2802,0
2803,0
2804,1.29192e+09
2805,1.78761e+08
2806,1.12808e+09
2807,5.84302e+07
2808,0
2809,6.82034e+08
2810,1.80354e+09
2811,0
2812,0
2813,9.28687e+08
2814,1.58604e+09
2815,9.37609e+07
2816,9.69463e+08
2817,9.46495e+08
2818,1.05613e+09
2819,0
2820,1.45216e+09
2821,7.49377e+08
2822,9.08629e+07
2823,0
2824,7.12748e+08
2825,8.21464e+08
2826,5.63724e+08
2827,2.80277e+08
2828,2.47625e+08
2829,0
2830,7.94852e+07
2831,0
2832,0
2833,0
2834,2.9881e+08
2835,1.95954e+09
2836,1.8774e+09
2837,1.12354e+09
2838,9.39385e+08
2839,0
2840,0
2841,1.91607e+09
2842,1.90837e+09
2843,9.20057e+08
2844,1.22284e+09
2845,0
2846,9.58528e+08
2847,7.5588e+08
2848,1.94633e+09
2849,2.32179e+08
2850,0
2851,2.0101e+09
2852,2.30407e+08
2853,0
2854,1.94596e+09
2855,2.97168e+08
2856,1.55904e+09
2857,1.54002e+09
2858,1.73975e+09
2859,0
2860,1.92121e+08
2861,1.47998e+09
2862,6.64719e+08
2863,1.31935e+09
2864,9.0817e+08
2865,2.08713e+09
2866,1.85663e+09
2867,0
2868,0
2869,2.13653e+09
2870,0
2871,1.78863e+09
2872,0
2873,7.03143e+08
2874,2.70515e+08
2875,0
2876,1.63322e+09
2877,0
2878,0
2879,1.55142e+09
2880,1.08767e+09
2881,1.51944e+09
2882,0
2883,8.29868e+08
2884,1.78133e+09
2885,0
2886,0
2887,1.53947e+08
2888,0
2889,1.79948e+08
2890,0
2891,1.24305e+09
2892,0
2893,0
2894,0
2895,0
2896,0
2897,0
2898,1.92344e+09
2899,2.58278e+08
2900,1.82877e+09
2901,1.56176e+09
2902,0
2903,8.88179e+08
2904,0
2905,1.40967e+09
2906,1.36885e+09
2907,1.63131e+09
2908,7.26908e+08
2909,0
2910,0
2911,3.09163e+08
2912,0
2913,1.79366e+09
2914,0
2915,1.38231e+09
2916,1.28378e+09
2917,0
2918,0
2919,1.60165e+07
2920,1.39423e+09
2921,0
2922,0
2923,1.03436e+09
2924,2.06032e+09
2925,0
2926,1.60012e+09
2927,1.63557e+09
2928,0
2929,0
2930,2.10383e+09
2931,2.02211e+09
2932,0
2933,6.35853e+08
2934,5.24066e+07
2935,5.10497e+08
2936,0
2937,6.7297e+08
2938,1.66294e+09
2939,1.05429e+09
2940,0
2941,8.65561e+08
2942,0
2943,2.45099e+08
2944,0
2945,2.03932e+09
2946,1.47961e+09
2947,6.46228e+08
2948,1.24374e+09
2949,0
2950,1.90343e+09
2951,0
2952,1.7854e+09
2953,0
2954,0
2955,1.77634e+09
2956,3.71437e+08
2957,1.69591e+09
2958,1.2838e+09
2959,1.12218e+09
2960,8.52301e+08
2961,0
2962,3.25492e+08
2963,0
2964,1.37726e+09
2965,1.04813e+09
2966,1.419e+09
2967,7.06941e+08
2968,0
2969,0
2970,0
2971,6.27029e+08
2972,8.12136e+08
2973,0
2974,0
2975,0
2976,1.42463e+09
2977,0
2978,3.33007e+08
2979,1.54033e+09
2980,0
2981,1.31101e+09
2982,1.45015e+09
2983,5.81533e+08
2984,1.69496e+09
2985,0
2986,1.05977e+09
2987,1.10164e+08
2988,1.38896e+09
2989,1.47925e+08
2990,1.70707e+09
2991,0
2992,0
2993,6.67577e+08
2994,0
2995,1.05762e+09
2996,2.01121e+08
2997,1.25858e+08
2998,1.951e+09
2999,1.68758e+08
3000,1.99483e+09
3001,4.89508e+08
3002,1.18506e+09
3003,1.13179e+09
3004,3.19486e+08
3005,6.11713e+08
3006,0
3007,0
3008,1.85753e+09
3009,1.83234e+09
3010,1.6847e+09
3011,7.1902e+08
3012,0
3013,1.96047e+09
3014,0
3015,5.048e+08
3016,0
3017,1.0196e+09
3018,0
3019,0
3020,5.97694e+08
3021,1.47306e+09
3022,4.25155e+08
3023,8.06238e+08
3024,3.47186e+08
3025,0
3026,7.24507e+07
3027,1.54e+09
3028,0
3029,1.81298e+09
3030,2.34201e+08
3031,0
3032,4.21813e+08
3033,0
3034,0
3035,1.36908e+09
3036,3.56993e+08
3037,0
3038,4.94085e+08
3039,1.28613e+09
3040,1.12678e+09
3041,1.46383e+08
3042,0
3043,2.07555e+09
3044,1.80363e+09
3045,0
3046,0
3047,0
3048,1.92966e+09
3049,5.11893e+08
3050,1.02303e+09
3051,1.81325e+09
3052,1.90161e+09
3053,0
3054,0
3055,2.08088e+09
3056,0
3057,0
3058,0
3059,6.91683e+08
3060,3.46933e+08
3061,0
3062,8.95624e+08
3063,0
3064,2.28057e+07
3065,0
3066,0
3067,4.65159e+08
3068,0
3069,0
3070,4.10657e+08
3071,0
3072,3.8131e+08
3073,1.31259e+09
3074,1.32936e+09
3075,1.131e+09
3076,2.80944e+08
3077,9.45011e+08
3078,1.2197e+09
3079,1.71071e+09
3080,0
3081,0
3082,0
3083,0
3084,1.01067e+09
3085,1.51036e+09
3086,0
3087,1.35507e+09
3088,9.84088e+08
3089,0
3090,1.65687e+09
3091,1.9711e+09
3092,1.39054e+09
3093,7.85112e+08
3094,0
3095,1.24921e+09
3096,0
3097,0
3098,4.87611e+08
3099,3.07854e+08
3100,0
3101,0
3102,0
3103,0
3104,0
3105,0
3106,0
3107,7.87103e+08
3108,0
3109,1.31533e+09
3110,1.74644e+09
3111,1.31054e+09
3112,2.23106e+08
3113,0
3114,0
3115,3.32592e+08
3116,1.30535e+09
3117,1.09176e+09
3118,9.30361e+08
3119,7.16499e+08
3120,1.51616e+09
3121,0
3122,0
3123,6.10305e+08
3124,1.78461e+09
3125,0
3126,0
3127,0
3128,6.40329e+08
3129,0
3130,0
3131,4.30553e+08
3132,0
3133,3.73848e+08
3134,6.67218e+08
3135,1.10261e+07
3136,5.71721e+08
3137,1.3416e+08
3138,4.73162e+08
3139,9.78306e+08
3140,9.8998e+08
3141,0
3142,0
3143,4.84461e+08
3144,0
3145,0
3146,0
3147,0
3148,1.78895e+09
3149,0
3150,1.78439e+09
3151,6.24368e+07
3152,0
3153,1.94995e+08
3154,1.40566e+09
3155,8.10866e+08
3156,0
3157,0
3158,0
3159,1.03866e+09
3160,1.91365e+09
3161,9.95719e+08
3162,0
3163,7.51492e+08
3164,3.60915e+08
3165,0
3166,1.86611e+09
3167,1.28812e+09
3168,0
3169,4.95128e+08
3170,5.43719e+08
3171,1.9809e+09
3172,1.84207e+09
3173,8.99878e+08
3174,1.33016e+09
3175,1.39469e+09
3176,0
3177,1.6535e+09
3178,7.24978e+08
3179,0
3180,1.579e+09
3181,3.8504e+08
3182,0
3183,1.55196e+09
3184,4.49985e+08
3185,0
3186,0
3187,1.59275e+09
3188,8.30701e+08
3189,0
3190,1.58073e+09
3191,4.2614e+07
3192,1.19496e+09
3193,3.77832e+08
3194,0
3195,5.24768e+08
3196,1.04111e+09
3197,1.32626e+09
3198,0
3199,6.35756e+08
3200,0
3201,0
3202,1.30319e+09
3203,0
3204,1.16294e+09
3205,1.44834e+09
3206,0
3207,1.44498e+09
3208,1.66855e+09
3209,0
3210,8.08012e+08
3211,0
3212,7.35414e+08
3213,0
3214,0
3215,0
3216,0
3217,0
3218,6.52629e+08
3219,1.85563e+09
3220,5.28612e+08
3221,0
3222,0
3223,1.05667e+08
3224,0
3225,0
3226,0
3227,0
3228,8.31053e+08
3229,1.73063e+09
3230,1.4416e+09
3231,0
3232,1.62989e+08
3233,8.15567e+08
3234,2.14138e+09
3235,1.28872e+08
3236,0
3237,1.18217e+08
3238,1.06242e+09
3239,1.61949e+09
3240,0
3241,5.47039e+08
3242,9.06627e+08
3243,2.0138e+08
3244,3.92973e+08
3245,0
3246,1.95822e+09
3247,0
3248,0
3249,5.31694e+08
3250,1.98527e+09
3251,0
3252,1.96213e+09
3253,0
3254,0
3255,0
3256,1.87828e+08
3257,1.3164e+09
3258,1.48056e+09
3259,6.55082e+08
3260,3.08209e+08
3261,0
3262,9.86701e+08
3263,6.24603e+08
3264,0
3265,0
3266,5.09039e+08
3267,4.73863e+08
3268,0
3269,1.82891e+09
3270,1.47614e+09
3271,0
3272,0
3273,6.56038e+08
3274,1.92709e+09
3275,1.24652e+08
3276,1.92125e+09
3277,8.63259e+08
3278,1.58689e+09
3279,1.69408e+09
3280,2.14645e+09
3281,0
3282,0
3283,0
3284,9.28909e+08
3285,0
3286,4.6101e+08
3287,0
3288,3.10422e+08
3289,0
3290,5.09699e+08
3291,0
3292,0
3293,2.11403e+09
3294,1.95078e+07
3295,1.80141e+09
3296,1.16335e+09
3297,0
3298,2.84191e+08
3299,1.36285e+09
3300,1.26014e+09
3301,0
3302,6.69655e+08
3303,1.62362e+09
3304,6.37874e+08
